Resim,Ürün Adı,Adet,Birim,Miktar,Ürün Kodu,Son Fiyat,Eski Fiyat,Açıklama,Kategori,Kaynak,Tarih,Adet,Birim,Miktar,Saklama Koşulları,İçindekiler,Besin Değerleri,Alerjen Uyarısı,Kullanım Önerisi
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/vzJ461mWXx_500x500.png,Ülker Teremyağ Margarin Kase 400 G,,G,400,19000852,"₺54,50",-,"Ülker Teremyağ Margarin Kase 400 Gr
Teremyağ Margarin Kase, bütün yiyeceklere enfes kokusuyla birlikte lezzetli bir tat kazandırır. Kase margarin genellikle pilav Gri bi çeşitli yemeklerde kullanılır. Bunun dışında pasta ve hamur işlerinde pratik bir şekilde kullanılması mümkün.
Saklama Koşulları
Buzdolabında muhafaza ediniz.
İçindekiler
Bitkisel yağlar, su, yağsız pastörize süt, emülgatörler, tuz, koruyucu, asitlik düzenleyici, vitaminler, renklendirici, aroma verici.
Besin Değerleri
100 gr için besin değerleri şu şekildedir;
Enerji (kJ/kcal)
2183/531
Yağ (gr)
59,0
Doymuş Yağ (g)
17,0
Karbonhidrat (gr)
0,5
Şekerler (g)
0,0
Lif (g)
0,0
Protein (g)
0,5
Tuz
0,2
Alerjen Uyarısı
Lesitin (soya) ve süt içerir.
Kullanım Önerisi
Yemeklere lezzet vermesi dışında, kahvaltı sofralarında da tüketimi mümkün.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/ulker-teremyag-margarin-kase-400-g_p-19000852,14/10/2024 11:50,,G,400,Buzdolabında muhafaza ediniz.,"Bitkisel yağlar, su, yağsız pastörize süt, emülgatörler, tuz, koruyucu, asitlik düzenleyici, vitaminler, renklendirici, aroma verici.","100 gr için besin değerleri şu şekildedir;
Enerji (kJ/kcal)
2183/531
Yağ (gr)
59,0
Doymuş Yağ (g)
17,0
Karbonhidrat (gr)
0,5
Şekerler (g)
0,0
Lif (g)
0,0
Protein (g)
0,5
Tuz
0,2",Lesitin (soya) ve süt içerir.,"Yemeklere lezzet vermesi dışında, kahvaltı sofralarında da tüketimi mümkün.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/VyvSmg8qoI_500x500.png,Teremyağ Gurme Kaymaklı Margarin 2x200 G,2,G,200,19001073,"₺45,00",-,Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.,Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/teremyag-gurme-kaymakli-margarin-2x200-g-_p-19001073,14/10/2024 11:50,2,G,200,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/cN8RIGgS-2_500x500.png,Torku Miniki Kakaolu Fındık Kreması 875 G,,G,875,16001587,"₺209,00",-,"Torku Banada Miniki Kakaolu Fındık Kreması, gerçek fındık lezzetiyle harmanlanmış zengin ve doyurucu bir kakaolu fındık kremasıdır. Yumuşak dokusu ve yoğun çikolata aromasıyla damağınızı şımartırken, fındık parçacıklarıyla da keyifli bir çıtırlık sunar. Kahvaltıda, atıştırmalık olarak veya tatlı tariflerinizde kullanabileceğiniz bu lezzetli kremayı her dilim ekmeğinize veya kurabiyenize rahatlıkla sürebilirsiniz.
  Genel Özellikler
Toplam Ağırlık: 875 gr
  Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/torku-miniki-kakaolu-findik-kremasi-875-g_p-16001587,14/10/2024 11:50,,G,875,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/qCYTAtHRBh_500x500.png,Torku Banada Kakaolu Fındık Kreması 900 G,,G,900,16000002,"₺209,00",-,"Torku Banada Kakaolu Fındık Kreması 900 Gr
Özel olarak yetiştirilmiş fındıkların toplanması ile hazırlanan Torku Banada kakaolu fındık kreması katkı maddesi içermeyen yapısı ile doğal bir forma sahiptir. Damakta özel bir tat bırakan lezzet keyifli tüketime imkan tanıyan özel bir aromaya sahiptir. Özel olarak hazırlanmış 900 gr cam kavanozlara konularak ağzı hava almayacak şekilde kapatılır ve satışa hazır hale gelir.
İçindekiler
Bitkisel yağ (palm), şeker (pancar şekeri), fındık (%13,5), kakao tozu (%8), yağsız süt tozu (%7,5), emülgatör (Ayçiçek, Lesitini), demineralize peyniraltı suyu tozu (Süt Ürünü), tuz, aroma, eser miktarda antep fıstığı, soya ürünü, gluten, yer fıstığı.
Besin Değerleri
Torku Banada kakaolu fındık kremasında bulunan 100 gramdaki kalori miktarı 537’dir. Diğer besin öğelerinin oranları ise şu şekildedir,
Enerji (kcal)
537
Enerji (kj)
2243
Yağ (g)
31.1
Karbonhidrat (g)
55.4
Protein (g)
6.5
Tuz (g)
0.6
Şeker (g)
48.9
Kullanım Önerisi
Kahvaltılar başta olmak üzere birçok tatlı içerisinde kullanılan ürün lezzetli içerik ve zengin besin değerlerine sahiptir. Yumuşak kıvamı ile rahatlıkla ekmek dilimlerine sürülerek tüketim sağlanabilir. Kurabiye Gri bi hamur işlerinin üzerine görsellik katmak için uygulanabilir.
Uyarılar
Kakaolu fındık kremasının içerisinde eser miktarda fındık, yağsız süt tozu, kakao tozu, antep fıstığı, gluten ve soya ürünü mevcuttur. Herhangi bir alerjen uyarısı söz konusu ise bir uzmana danışarak tüketimi önerilir.
Saklama Koşulları
İdeal tüketim süresine uygun olarak serin ve kuru bir alanda rahatlıkla muhafaza edilebilir. Güneş ışığından uzak tutularak kapalı bir alanda saklanması tavsiye edilir. Kapağı açılan fındık kremasının ağzı sıkıca kapatılarak uzun süre lezzetini koruması sağlanabilir.
  Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/torku-banada-kakaolu-findik-kremasi-900-g_p-16000002,14/10/2024 11:50,,G,900,"İdeal tüketim süresine uygun olarak serin ve kuru bir alanda rahatlıkla muhafaza edilebilir. Güneş ışığından uzak tutularak kapalı bir alanda saklanması tavsiye edilir. Kapağı açılan fındık kremasının ağzı sıkıca kapatılarak uzun süre lezzetini koruması sağlanabilir.
  Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.","Bitkisel yağ (palm), şeker (pancar şekeri), fındık (%13,5), kakao tozu (%8), yağsız süt tozu (%7,5), emülgatör (Ayçiçek, Lesitini), demineralize peyniraltı suyu tozu (Süt Ürünü), tuz, aroma, eser miktarda antep fıstığı, soya ürünü, gluten, yer fıstığı.","Torku Banada kakaolu fındık kremasında bulunan 100 gramdaki kalori miktarı 537’dir. Diğer besin öğelerinin oranları ise şu şekildedir,
Enerji (kcal)
537
Enerji (kj)
2243
Yağ (g)
31.1
Karbonhidrat (g)
55.4
Protein (g)
6.5
Tuz (g)
0.6
Şeker (g)
48.9",,"Kahvaltılar başta olmak üzere birçok tatlı içerisinde kullanılan ürün lezzetli içerik ve zengin besin değerlerine sahiptir. Yumuşak kıvamı ile rahatlıkla ekmek dilimlerine sürülerek tüketim sağlanabilir. Kurabiye Gri bi hamur işlerinin üzerine görsellik katmak için uygulanabilir.
Uyarılar
Kakaolu fındık kremasının içerisinde eser miktarda fındık, yağsız süt tozu, kakao tozu, antep fıstığı, gluten ve soya ürünü mevcuttur. Herhangi bir alerjen uyarısı söz konusu ise bir uzmana danışarak tüketimi önerilir."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ch3EbrFrG5_500x500.png,Torku Banada Kakaolu Fındık Kreması 400 G,,G,400,16000982,"₺99,75",-,"Torku Banada Kakaolu Fındık Kreması 400 Gr
Özel olarak yetiştirilmiş fındıkların toplanması ile hazırlanan Torku Banada kakaolu fındık kreması katkı maddesi içermeyen yapısı ile doğal bir forma sahiptir. Damakta özel bir tat bırakan lezzet keyifli tüketime imkan tanıyan özel bir aromaya sahiptir. Özel olarak hazırlanmış 400 gr cam kavanozlara konularak ağzı hava almayacak şekilde kapatılır ve satışa hazır hale gelir.
İçindekiler
Bitkisel yağ (palm), şeker (pancar şekeri), fındık (%13,5), kakao tozu (%8), yağsız süt tozu (%7,5), emülgatör (Ayçiçek, Lesitini), demineralize peyniraltı suyu tozu (Süt Ürünü), tuz, aroma, eser miktarda antep fıstığı, soya ürünü, gluten, yer fıstığı.
Besin Değerleri
Torku Banada kakaolu fındık kremasında bulunan 100 gramdaki kalori miktarı 537’dir. Diğer besin öğelerinin oranları ise şu şekildedir,
Enerji (kcal)
537
Enerji (kj)
2243
Yağ (g)
31.1
Karbonhidrat (g)
55.4
Protein (g)
6.5
Tuz (g)
0.6
Şeker (g)
48.9
Kullanım Önerisi
Kahvaltılar başta olmak üzere birçok tatlı içerisinde kullanılan ürün lezzetli içerik ve zengin besin değerlerine sahiptir. Yumuşak kıvamı ile rahatlıkla ekmek dilimlerine sürülerek tüketim sağlanabilir. Kurabiye Gri bi hamur işlerinin üzerine görsellik katmak için uygulanabilir.
Uyarılar
Kakaolu fındık kremasının içerisinde eser miktarda fındık, yağsız süt tozu, kakao tozu, antep fıstığı, gluten ve soya ürünü mevcuttur. Herhangi bir alerjen uyarısı söz konusu ise bir uzmana danışarak tüketimi önerilir.
Saklama Koşulları
İdeal tüketim süresine uygun olarak serin ve kuru bir alanda rahatlıkla muhafaza edilebilir. Güneş ışığından uzak tutularak kapalı bir alanda saklanması tavsiye edilir. Kapağı açılan fındık kremasının ağzı sıkıca kapatılarak uzun süre lezzetini koruması sağlanabilir.
  Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/torku-banada-kakaolu-findik-kremasi-400-g_p-16000982,14/10/2024 11:51,,G,400,"İdeal tüketim süresine uygun olarak serin ve kuru bir alanda rahatlıkla muhafaza edilebilir. Güneş ışığından uzak tutularak kapalı bir alanda saklanması tavsiye edilir. Kapağı açılan fındık kremasının ağzı sıkıca kapatılarak uzun süre lezzetini koruması sağlanabilir.
  Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.","Bitkisel yağ (palm), şeker (pancar şekeri), fındık (%13,5), kakao tozu (%8), yağsız süt tozu (%7,5), emülgatör (Ayçiçek, Lesitini), demineralize peyniraltı suyu tozu (Süt Ürünü), tuz, aroma, eser miktarda antep fıstığı, soya ürünü, gluten, yer fıstığı.","Torku Banada kakaolu fındık kremasında bulunan 100 gramdaki kalori miktarı 537’dir. Diğer besin öğelerinin oranları ise şu şekildedir,
Enerji (kcal)
537
Enerji (kj)
2243
Yağ (g)
31.1
Karbonhidrat (g)
55.4
Protein (g)
6.5
Tuz (g)
0.6
Şeker (g)
48.9",,"Kahvaltılar başta olmak üzere birçok tatlı içerisinde kullanılan ürün lezzetli içerik ve zengin besin değerlerine sahiptir. Yumuşak kıvamı ile rahatlıkla ekmek dilimlerine sürülerek tüketim sağlanabilir. Kurabiye Gri bi hamur işlerinin üzerine görsellik katmak için uygulanabilir.
Uyarılar
Kakaolu fındık kremasının içerisinde eser miktarda fındık, yağsız süt tozu, kakao tozu, antep fıstığı, gluten ve soya ürünü mevcuttur. Herhangi bir alerjen uyarısı söz konusu ise bir uzmana danışarak tüketimi önerilir."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/zAFIixl-h1_500x500.png,Şokoley Kakaolu Fındık Kreması 500 G,,G,500,16001689,"₺55,00",-,"Şokoley Kakaolu Fındık Kreması 500 Gr
Geniş bir kullanım alanına sahip Şokoley Kakaolu fındık kreması ürünleri orijinal fındıkların kakao ile birleşimi ile hazır hale getirilir. Yoğun bir kıvama sahip olan bu ürün tatlılarda da kullanıma uygundur.
Saklama Koşulları
Serin aynı zamanda da güneş görmeyen her alanda saklanabilir. 
İçindekiler
Fındık, kakao, şeker, kıvam artırıcı, soya.
Besin Değerleri
100 gram için besin değerleri şu şekildedir;
Enerji (kJ/kcal) 20/82
Yağ (gr) 4.74
Doymuş Yağ (g) 0.6
Karbonhidrat (gr) 57.3
Şekerler (g) 5
Lif (g) 0
Protein (g) 6
Tuz 0
Alerjen Uyarısı
Süt, laktoz, kakao, fındık içerir. 
Kullanım Önerisi
Ekmeğe sürülerek ya da tatlı ve keklerde tercih edilir. 

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/sokoley-kakaolu-findik-kremasi-500-g_p-16001689,14/10/2024 11:51,,G,500,Serin aynı zamanda da güneş görmeyen her alanda saklanabilir.,"Fındık, kakao, şeker, kıvam artırıcı, soya.","100 gram için besin değerleri şu şekildedir;
Enerji (kJ/kcal) 20/82
Yağ (gr) 4.74
Doymuş Yağ (g) 0.6
Karbonhidrat (gr) 57.3
Şekerler (g) 5
Lif (g) 0
Protein (g) 6
Tuz 0","Süt, laktoz, kakao, fındık içerir.","Ekmeğe sürülerek ya da tatlı ve keklerde tercih edilir. 

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/lfeVnegGTT_500x500.png,Şokoley Kakaolu Fındık Kreması 1 Kg,,Kg,1,16001688,"₺89,00",-,"Şokoley Kakaolu Fındık Kreması 1 Kg
Kahvaltı vakitlerini çok daha keyifli kılan Şokoley fındık kremasının üretim yeri Türkiye’dir. Sadece kahvaltı masasında değil; pikniklerde hatta kumsallarda bile tüketebilir, fındık ile çikolatanın buluştuğu eşsiz lezzetin tadına dilediğiniz yerde varabilirsiniz. 
Saklama Koşulları
Doğrudan doğruya güneş ışığına ve neme maruz bırakılmamalıdır. En uygun sıcaklık 20° - 22° aralığındadır. 
İçindekiler
%15 fındık, doymuş yağ, fındık püresi, şeker, kakao yağı, kakao tozu.
Besin Değerleri
100 gram için besin değerleri şu şekildedir;
Enerji (kcal)
2244 / 536
Yağ (gr)
31.8
Doymuş yağ (gr)
10.9
Karbonhidrat (gr)
58.8
Şekerler (gr)
55.7
Protein (gr)
4.1
Tuz (gr)
00.1
Alerjen Uyarısı
Süt, laktoz, fındık ve kakao içerir. 
Kullanım Önerisi
Şokoley Fındık Kreması, genellikle kahvaltılarda ekmeğe sürülerek yense de birçok alternatif lezzete ev sahipliği yapabilir. Bisküvilerin arasına sürülerek atıştırmalık yapılabilir ya da pasta kremalarında sos olarak kullanılabilir. Şokoley fındık kremasının kullanılabileceği diğer tatlılar ise millföy, sufle, waffle ve ıslak kektir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/sokoley-kakaolu-findik-kremasi-1-kg_p-16001688,14/10/2024 11:51,,Kg,1,Doğrudan doğruya güneş ışığına ve neme maruz bırakılmamalıdır. En uygun sıcaklık 20° - 22° aralığındadır.,"%15 fındık, doymuş yağ, fındık püresi, şeker, kakao yağı, kakao tozu.","100 gram için besin değerleri şu şekildedir;
Enerji (kcal)
2244 / 536
Yağ (gr)
31.8
Doymuş yağ (gr)
10.9
Karbonhidrat (gr)
58.8
Şekerler (gr)
55.7
Protein (gr)
4.1
Tuz (gr)
00.1","Süt, laktoz, fındık ve kakao içerir.","Şokoley Fındık Kreması, genellikle kahvaltılarda ekmeğe sürülerek yense de birçok alternatif lezzete ev sahipliği yapabilir. Bisküvilerin arasına sürülerek atıştırmalık yapılabilir ya da pasta kremalarında sos olarak kullanılabilir. Şokoley fındık kremasının kullanılabileceği diğer tatlılar ise millföy, sufle, waffle ve ıslak kektir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/tnr1gHjevt_500x500.png,Findux Kakaolu Fındık Kreması 750 G,,G,750,16001691,"₺105,00",-,"Findux Kakaolu Fındık Kreması 750 Gr
İçerisinde %13 oranında fındık ve 6,5 oranında kakao vardır. Bu üründe kakaodan daha çok peynir altı suyu tozu yani Whey proteini mevcuttur. Üründeki protein miktarı 100 gr'da 5.94 gr'dır. Emülgatör olarak ayçiçek Lesitini kullanılmıştır. Palm yağı kullanılmamıştır. 
Saklama Koşulları
Kuru ve serin ortamda saklanmalıdır. Güneşe çok fazla maruz kalmamalıdır.
İçindekiler
Fındık, kakao, ayçiçek lesitini, şeker, yağsız süt tozu, peynir altı suyu tozu, laktoz, aroma verici(vanilin) ve bitkisel yağ(ayçiçek, fındık) içermektedir.
Besin Değerleri
Findux Kakaolu Fındık Kreması 100 gr içeriğinde;
Kalori 
554,0
Yağ (g)
33,4
Karbonhidrat (g)
56,8
Protein (g)
6,1
Alerjen Uyarısı
Özellikle gluten, laktoz ve fındık alerjisi bulunan kişiler dikkatli tüketmelidir.
Kullanım Önerisi
Ürünün üzerindeki son kullanma tarihini geçirmeden tüketmek gerekir. Sürülebilir özelliği sayesinde ekmeklere uygulanabilir. 
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/findux-kakaolu-findik-kremasi-750-g_p-16001691,14/10/2024 11:51,,G,750,Kuru ve serin ortamda saklanmalıdır. Güneşe çok fazla maruz kalmamalıdır.,"Fındık, kakao, ayçiçek lesitini, şeker, yağsız süt tozu, peynir altı suyu tozu, laktoz, aroma verici(vanilin) ve bitkisel yağ(ayçiçek, fındık) içermektedir.","Findux Kakaolu Fındık Kreması 100 gr içeriğinde;
Kalori 
554,0
Yağ (g)
33,4
Karbonhidrat (g)
56,8
Protein (g)
6,1","Özellikle gluten, laktoz ve fındık alerjisi bulunan kişiler dikkatli tüketmelidir.","Ürünün üzerindeki son kullanma tarihini geçirmeden tüketmek gerekir. Sürülebilir özelliği sayesinde ekmeklere uygulanabilir. 
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/KE1iLs4rA5_500x500.png,Findux Kakaolu Fındık Kreması 400 G,,G,400,16001690,"₺59,50",-,"Findux Kakaolu Fındık Kreması 400 Gr
Eşsiz çikolata ve fındık lezzetinin bir araya gelmesiyle oluşan Findux kakaolu fındık kreması, sofralarınızın vazgeçilmez lezzeti olacaktır. Sürülebilir çikolatanın mükemmel lezzeti, damaklarınızdan uzun süre silinmeyecek.
Saklama Koşulları
Serin ve kuru alanda muhafaza edilmelidir.
İçindekiler
Şeker, Bitkisel yağ (Ayçiçek, Pamuk), Kakao (% 6,5), Fındık (% 13), Aroma Verici (Vanilin), Peynir altı suyu tozu (% 7,2)
Besin Değerleri
Findux Kakaolu Fındık Kreması 100 gr içeriğinde;
Kalori 
554,0
Yağ (g)
33,4
Karbonhidrat (g)
56,8
Protein (g)
6,1
Alerjen Uyarısı
Fındık (% 13) ve Peynir altı suyu tozu (% 7,2) içermektedir.
Kullanım Önerisi
Sürülebilir çikolatanın özellikle kahvaltıda ve ara öğünlerde kullanılabilecek olan bir besin olduğunu söylemek mümkün olmaktadır. Aynı zamanda kurabiyelerinizde ve tatlılarınızda kullanabileceğiniz Gri bi, süsleme amaçlı da kullanabilirsiniz.
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/findux-kakaolu-findik-kremasi-400-g_p-16001690,14/10/2024 11:51,,G,400,Serin ve kuru alanda muhafaza edilmelidir.,"Şeker, Bitkisel yağ (Ayçiçek, Pamuk), Kakao (% 6,5), Fındık (% 13), Aroma Verici (Vanilin), Peynir altı suyu tozu (% 7,2)","Findux Kakaolu Fındık Kreması 100 gr içeriğinde;
Kalori 
554,0
Yağ (g)
33,4
Karbonhidrat (g)
56,8
Protein (g)
6,1","Fındık (% 13) ve Peynir altı suyu tozu (% 7,2) içermektedir.","Sürülebilir çikolatanın özellikle kahvaltıda ve ara öğünlerde kullanılabilecek olan bir besin olduğunu söylemek mümkün olmaktadır. Aynı zamanda kurabiyelerinizde ve tatlılarınızda kullanabileceğiniz Gri bi, süsleme amaçlı da kullanabilirsiniz.
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/JybF1CX5Ju_500x500.png,Goldella Kakaolu Fındık Kreması 1000 G,,G,1000,16002170,"₺85,00","₺115,00",Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.,Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/goldella-kakaolu-findik-kremasi-1000-g_p-16002170,14/10/2024 11:51,,G,1000,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/EGfFGlCyLM_500x500.png,Ülker Fındık Rüyası Kakaolu Fındık Kreması 625 G,,G,625,16002173,"₺139,00",-,Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.,Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/ulker-findik-ruyasi-kakaolu-findik-kremasi-625-g_p-16002173,14/10/2024 11:51,,G,625,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/GGierecCdG_500x500.png,Torku Frema Sütlü Fındık Kreması 1500 G,,G,1500,16002180,"₺139,00",-,Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.,Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/torku-frema-sutlu-findik-kremasi-1500-g-_p-16002180,14/10/2024 11:51,,G,1500,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ZKrqpMGHqC_500x500.png,Ülker Çokokrem Kakaolu Fındık Kreması 500 G,,G,500,16000482,"₺92,00",-,"Ülker Çokokrem Kakaolu Fındık Kreması 500 Gr
Kakaolu fındık kremasının benzersiz tarifini bu derece lezzetli yapan, üretim aşamasında gösterilen özen ve tutkudur. Bu sayede kullanıcılara zevkli ve lezzetli bir deneyim sunmak mümkün.
Saklama Koşulları
Oda sıcaklığında muhafaza ediniz.
İçindekiler
Kakao tozu, fındık, yağsız süt tozu, şeker, bitkisel yağlar, peynir altı suyu tozu, emülgatörler, aroma vericiler, tuz.
Besin Değerleri
100 gr için besin değerleri şu şekildedir;
Enerji (kJ/kcal)
2286/547
Yağ (gr)
30,0
Doymuş Yağ (g)
7,1
Karbonhidrat (gr)
62,0
Şekerler (g)
60,0
Lif (g)
5,5
Protein (g)
2,7
Tuz
0,3
Alerjen Uyarısı
Laktoz içerir.
Kullanım Önerisi
Kullanıcıların tercihine göre kahvaltılarda ekmeklerin üzerine sürülür veya direkt olarak tüketilebilir.
  Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Sut Urunleri Kahvaltilik,https://www.a101.com.tr/kapida/sut-urunleri-kahvaltilik/ulker-cokokrem-kakaolu-findik-kremasi-500-g_p-16000482,14/10/2024 11:51,,G,500,Oda sıcaklığında muhafaza ediniz.,"Kakao tozu, fındık, yağsız süt tozu, şeker, bitkisel yağlar, peynir altı suyu tozu, emülgatörler, aroma vericiler, tuz.","100 gr için besin değerleri şu şekildedir;
Enerji (kJ/kcal)
2286/547
Yağ (gr)
30,0
Doymuş Yağ (g)
7,1
Karbonhidrat (gr)
62,0
Şekerler (g)
60,0
Lif (g)
5,5
Protein (g)
2,7
Tuz
0,3",Laktoz içerir.,"Kullanıcıların tercihine göre kahvaltılarda ekmeklerin üzerine sürülür veya direkt olarak tüketilebilir.
  Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
