Resim,Ürün Adı,Adet,Birim,Miktar,Ürün Kodu,Son Fiyat,Eski Fiyat,Açıklama,Kategori,Kaynak,Tarih,Adet,Birim,Miktar,Saklama Koşulları,İçindekiler,Besin Değerleri,Alerjen Uyarısı,Kullanım Önerisi
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/HyXgzhJnPN_500x500.png,Xroll Pofuduk Kakaolu Marshmallow Bisküvi 17 G,,G,17,17000170,"₺2,50",-,"Xroll Pofuduk Kakaolu Marshmallow Bisküvi 17 Gr
Xroll pofuduk kakaolu Marshmallow bisküvi, çocukların ve büyüklerin favori eğlenceli atıştırmalığıdır. Özel taze bisküvisinin üzerinde yer alan lokum kıvamında Marshmallow'un kakaolu garnüller ile etrafını kaplamış görüntüsü çocukların ve büyüklerin iştahını kabartmaya devam etmekte. Tatlı krizlerinize anında pratik çözüm olan bu atıştırmalık tam bir lezzet şöleni.
Saklama Koşulları
Güneş görmeyen, kuru ve serin yerde muhafaza ediniz. 
İçindekiler
Marshmallow %44, Bisküvi %32, bitkisel yağlar, şekerler, kabartıcılar, tuz, emülgatör, aroma verici, korucu, kakaolu granül %23,5, Glukoz şurubu, nişasta, aroma verici, kakao, yenilebilir sığır jelatini, topaklanma önleyici.
Besin Değerleri
Xroll Pofuduk Bisküvi Hindistan Cevizli Marshmallow 100 Gr içeriğinde;
Doymuş Yağ (g) 5.3
Enerji (kJ) 1765.0
Enerji (kcal) 422.0
Karbonhidrat (g) 81.3
Lif  (g) 1.2
Protein (g) 1.2
Tuz (g) 0.3
Yağ (g) 8.9
Şekerler (g) 48.6
Alerjen Uyarısı
Gluten, sülfit, soya ürünü ve süt ürünü enser miktarlarda içerebilir.
Kullanım Önerisi
Doğrudan tüketime uygundur. Güneş ışığına maruz bırakmadan tüketiniz.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-pofuduk-kakaolu-marshmallow-biskuvi-17-g_p-17000170,14/10/2024 12:37,,G,17,"Güneş görmeyen, kuru ve serin yerde muhafaza ediniz.","Marshmallow %44, Bisküvi %32, bitkisel yağlar, şekerler, kabartıcılar, tuz, emülgatör, aroma verici, korucu, kakaolu granül %23,5, Glukoz şurubu, nişasta, aroma verici, kakao, yenilebilir sığır jelatini, topaklanma önleyici.","Xroll Pofuduk Bisküvi Hindistan Cevizli Marshmallow 100 Gr içeriğinde;
Doymuş Yağ (g) 5.3
Enerji (kJ) 1765.0
Enerji (kcal) 422.0
Karbonhidrat (g) 81.3
Lif  (g) 1.2
Protein (g) 1.2
Tuz (g) 0.3
Yağ (g) 8.9
Şekerler (g) 48.6","Gluten, sülfit, soya ürünü ve süt ürünü enser miktarlarda içerebilir.","Doğrudan tüketime uygundur. Güneş ışığına maruz bırakmadan tüketiniz.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/oIdCDrthOp_500x500.png,Xroll Pofuduk Bisküvi Hindistan Cevizli Marshmallow 17 G,,G,17,17000184,"₺2,50",-,"Xroll Pofuduk Bisküvi Hindistan Cevizli Marshmallow 17 Gr
Hindistan cevizi kaplı pofuduk marshmallow bisküvi üzerinde yerini aldı adeta bir lezzet şöleni ortaya çıktı. Bir yanda yumuşacık marshmallow bir yanda enfes bisküvi lezzeti. Eğer siz de marshmallow sevenlerdenseniz bu lezzeti denemelisiniz.
Saklama Koşulları
Serin ve kuru muhafaza ediniz. Doğrudan güneş ışığına maruz bırakmayınız.
İçindekiler
Marshmallow %53, şeker, yenilebilir sığır jelatini, aroma verici (vanilya), asitlik düzenleyiciler, Bisküvi %36, buğday unu (gluten içerir), fruktoz şurubu, bitkisel yağ (palm), tuz, kabartıcılar (amonyum bikarbonat, sodyum bikarbonat), koruyucu, Hindistan cevizi .
Besin Değerleri
Xroll Pofuduk Bisküvi Hindistan Cevizli Marshmallow 100 Gr içeriğinde;
Yağ (g): 13,80
Karbonhidrat (g): 51,00
Şekerler (g): 38,00
Enerji (kcal): 348
Protein (g): 4,00
Alerjen Uyarısı
İz miktarda süt ve soya ürünü içerebilir. 
Kullanım Önerisi
Tavsiye edilen tüketim tarihinden önce tüketiniz.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-pofuduk-biskuvi-hindistan-cevizli-marshmallow-17-g_p-17000184,14/10/2024 12:37,,G,17,Serin ve kuru muhafaza ediniz. Doğrudan güneş ışığına maruz bırakmayınız.,"Marshmallow %53, şeker, yenilebilir sığır jelatini, aroma verici (vanilya), asitlik düzenleyiciler, Bisküvi %36, buğday unu (gluten içerir), fruktoz şurubu, bitkisel yağ (palm), tuz, kabartıcılar (amonyum bikarbonat, sodyum bikarbonat), koruyucu, Hindistan cevizi .","Xroll Pofuduk Bisküvi Hindistan Cevizli Marshmallow 100 Gr içeriğinde;
Yağ (g): 13,80
Karbonhidrat (g): 51,00
Şekerler (g): 38,00
Enerji (kcal): 348
Protein (g): 4,00",İz miktarda süt ve soya ürünü içerebilir.,"Tavsiye edilen tüketim tarihinden önce tüketiniz.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/2vA64ZWP40_500x500.png,Xroll Pofuduk Marshmallowlu Renkli Bisküvi 17 G,,G,17,17002976,"₺2,50",-,"Gün içinde atıştırmalık ve mutluluk kaynağı olarak bilinen bisküviler birçok insanın gözdesidir. Farklı aromalara sahip bisküviler arasında Xroll’u tercih etmek gününüzün kalitesini artırır. Xroll Pofuduk Renkli Marshmallowlu Bisküvi; bisküvi ve marshmallowun eşsiz uyumuyla yarattığı lezzeti sevdikleriniz ve sizin için ulaşılabilir kılar. Kıtır yapısı ve yumuşak aromasıyla bir tatlı molasında size eşlik etmek için birebirdir.
  Genel Özellikler
Ürün Tipi: Bisküvi
İçerik: Marshmallow
Toplam Ağırlık: 17 gr
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-pofuduk-marshmallowlu-renkli-biskuvi-17-g_p-17002976,14/10/2024 12:37,,G,17,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/DDlTA8MoLP_500x500.png,Xroll Orman Meyveli Kurabiye 150 G,,G,150,17002516,"₺23,00",-,"Xroll Orman Meyveli Kurabiye 150 Gr
Xroll Orman Meyveli Kurabiye 150 Gr karışık meyve çeşitleri eşliğinde güzel bir lezzet sunmaktadır. Bu lezzet unlu mamüller olarak çay ile beraber keyifli bir şekilde tüketilebilir. Aynı zamanda ara öğünlerde, atıştırmalık olarak ve karın açlığını Gri dermek için değerlendirebilir.
Saklama Koşulları
Kuru ve serin alanlarda muhafaza edilmesi gerekir.
İçindekiler
Bitkisel yağ virgülü şeker, Buğday, Aroma verici, tatlandırıcı virgül koruyucu, meyve çeşitleri, emülgatörler.
Besin Değerleri
Xroll Orman Meyveli Kurabiye 100 Gr içeriğinde;
Karbonhidrat 60 gr
Protein 8.3 gr 
Yağ 27 gr
Şeker 20.1 gr
Enerji 500 kcal
Alerjen Uyarısı
Eser miktarda bitkisel margarin, gluten ve meyve özleri bulunur
Kullanım Önerisi
Çayın yanında atıştırmalık olarak tüketilebilir ya da ara öğünlerde değerlendirilebilir. Orman meyve karışımı ile karın açlığını Gri dererek damak tadını tatmin eder.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-orman-meyveli-kurabiye-150-g_p-17002516,14/10/2024 12:37,,G,150,Kuru ve serin alanlarda muhafaza edilmesi gerekir.,"Bitkisel yağ virgülü şeker, Buğday, Aroma verici, tatlandırıcı virgül koruyucu, meyve çeşitleri, emülgatörler.","Xroll Orman Meyveli Kurabiye 100 Gr içeriğinde;
Karbonhidrat 60 gr
Protein 8.3 gr 
Yağ 27 gr
Şeker 20.1 gr
Enerji 500 kcal","Eser miktarda bitkisel margarin, gluten ve meyve özleri bulunur","Çayın yanında atıştırmalık olarak tüketilebilir ya da ara öğünlerde değerlendirilebilir. Orman meyve karışımı ile karın açlığını Gri dererek damak tadını tatmin eder.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/J0DEGR9mQg_500x500.png,Şölen Ozmo Hoppo Çikolatalı Bisküvi 40 G,,G,40,17000759,"₺18,50",-,"Ozmo Hoppo Çikolatalı Bisküvi 40 Gr
Bardak formunda üretilmiş olan çikolatalı bisküvi, hem yetişkinlerin hem de çocukların ilk tercihleri arasında yer alır. Birçok kullanıcıya hitap edebilecek özelliklerde üretilen bu ürün, tatlı bir atıştırmalık olarak ön plana çıkar. Ozmo Hoppo Çikolatalı Bisküvi 40 gr, çikolata kaplamalı minik boyutlarda bisküvilerden oluşur. 
Saklama Koşulları
Serin ve rutubetsiz ortamlarda muhafaza edilmelidir.
İçindekiler
Bitkisel yağ, şeker, tam yağlı süt tozu, peyniraltı suyu tozu, beyaz çikolatalı sütlü krema, yağsız süt tozu, dekstroz, beyaz çikolata, kurutulmuş glikoz şurubu, emülgatör, tuz, aroma vericiler. 
Besin Değerleri
100 gram için besin değerleri şu şekildedir;
Doymuş yağ 14,00
Enerji (kcal) 526.8
Karbonhidrat (g) 59
Protein (g) 6
Yağ (g) 29
Şeker (g) 37
Alerjen Uyarısı
Buğday gluteni, süt ürünleri, fındık, yumurta, eser miktarda susam, soya ve yer fıstığı içerir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/solen-ozmo-hoppo-cikolatali-biskuvi-40-g_p-17000759,14/10/2024 12:37,,G,40,Serin ve rutubetsiz ortamlarda muhafaza edilmelidir.,"Bitkisel yağ, şeker, tam yağlı süt tozu, peyniraltı suyu tozu, beyaz çikolatalı sütlü krema, yağsız süt tozu, dekstroz, beyaz çikolata, kurutulmuş glikoz şurubu, emülgatör, tuz, aroma vericiler.","100 gram için besin değerleri şu şekildedir;
Doymuş yağ 14,00
Enerji (kcal) 526.8
Karbonhidrat (g) 59
Protein (g) 6
Yağ (g) 29
Şeker (g) 37","Buğday gluteni, süt ürünleri, fındık, yumurta, eser miktarda susam, soya ve yer fıstığı içerir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/WeFwiqxi9W_500x500.png,Xroll Kakaolu Bisküvi 100 G,,G,100,17002814,"₺10,00",-,"Xroll Kakaolu Bisküvi 100 Gr gün içerisinde ayrıcalıklı bir atıştırmalık imkanı sunuyor. Damak tadına uygun ve doyumsuz lezzetinin yanı sıra, gün içerisinde karın açığını getirebilirsiniz. Çikolata ve bisküvi ideal karışımı eşsiz bir lezzet sunuyor. Çaya batırarak bu keyfi daha da güzel hale getirebilirsiniz.
Saklama Koşulları
Serin ve kuru alanlarda muhafaza edilmelidir.
İçindekiler
Bitkisel yağlar, şeker, buğday unu, Yağı azaltılmış kakao tozu, İnvert şeker grubu, Yumurta, emülgatörler, koruyucular, tatlandırıcılar ve Peynir altı suyu tozu
Besin Değerleri
Xroll Kakaolu Bisküvi 100 Gr içeriğinde;
Yağ 22 gr
Protein 5 gr
Şeker 30 gr
Enerji 490 kcal 
Alerjen Uyarısı
Eser miktarda gluten, soya, fındık ve süt ile yumurta içerir.
Kullanım Önerisi
Gün içerisinde ara öğünlerde tüketebilir ya da çayın yanında keyifli şekilde değerlendirebilirsiniz. Karın açlığını Gri dermek konusunda da etkilidir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-kakaolu-biskuvi-100-g_p-17002814,14/10/2024 12:37,,G,100,Serin ve kuru alanlarda muhafaza edilmelidir.,"Bitkisel yağlar, şeker, buğday unu, Yağı azaltılmış kakao tozu, İnvert şeker grubu, Yumurta, emülgatörler, koruyucular, tatlandırıcılar ve Peynir altı suyu tozu","Xroll Kakaolu Bisküvi 100 Gr içeriğinde;
Yağ 22 gr
Protein 5 gr
Şeker 30 gr
Enerji 490 kcal","Eser miktarda gluten, soya, fındık ve süt ile yumurta içerir.","Gün içerisinde ara öğünlerde tüketebilir ya da çayın yanında keyifli şekilde değerlendirebilirsiniz. Karın açlığını Gri dermek konusunda da etkilidir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/U6Q0bjmJfd_500x500.png,Xroll Mozaik Bisküvi 100 G,,G,100,17002815,"₺10,00",-,"Xroll Mozaik Bisküvi 100 Gr
Xroll Mozaik Bisküvi kıtır bisküvisi, akışkan çikolatalı kreması ile çok nefis bir atıştırmalıktır. Çay ve kahvenin yanına çok yakışan Xroll Mozaik Bisküviyi misafirlerinize de ikram edebilirsiniz. 100 gramlık pratik paketi ile her yere götürebilir, istediğiniz her an tüketebilirsiniz.
Saklama Koşulları
Kuru ve serin ve rutubetsiz bir ortamda muhafaza edilmediler.
İçindekiler
Buğday unu, Şeker, Bitkisel yağ (Palm, Ayçiçek), Mısır Nişastası, Kakao Tozu, Kabartıcılar (Sodyum Hidrojen Karbonat, Sodyum Asit Pirofosfat), Laktoz, Emülgatörler, Krema, Aroma Vericiler, Fındık Püresi.
Besin Değerleri
Xroll Mozaik Bisküvi 100 Gr içeriğinde;
Doymuş yağ: 10.5 g
Enerji (kJ): 1972.0
Enerji (kcal): 421.0
Karbonhidrat: 63.2 g
Şeker: 18.6 g
Protein: 6.4 g
Lif: 2.0 g
Yağ: 21.0 g
Sodyum: 160 mg
Alerjen Uyarısı
Gluten ve laktoz içerir. Eser miktarda fındık içerebilir.
Kullanım Önerisi
Çay ya da kahvelerinizin yanında tatlı ihtiyacınızı Gri dermek için tüketebilirsiniz.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-mozaik-biskuvi-100-g_p-17002815,14/10/2024 12:37,,G,100,Kuru ve serin ve rutubetsiz bir ortamda muhafaza edilmediler.,"Buğday unu, Şeker, Bitkisel yağ (Palm, Ayçiçek), Mısır Nişastası, Kakao Tozu, Kabartıcılar (Sodyum Hidrojen Karbonat, Sodyum Asit Pirofosfat), Laktoz, Emülgatörler, Krema, Aroma Vericiler, Fındık Püresi.","Xroll Mozaik Bisküvi 100 Gr içeriğinde;
Doymuş yağ: 10.5 g
Enerji (kJ): 1972.0
Enerji (kcal): 421.0
Karbonhidrat: 63.2 g
Şeker: 18.6 g
Protein: 6.4 g
Lif: 2.0 g
Yağ: 21.0 g
Sodyum: 160 mg",Gluten ve laktoz içerir. Eser miktarda fındık içerebilir.,"Çay ya da kahvelerinizin yanında tatlı ihtiyacınızı Gri dermek için tüketebilirsiniz.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/fmI6DRYGWb_500x500.png,Xroll Kremalı Kakaolu Bisküvi 95 G,,G,95,17000318,"₺11,00",-,"Xroll Kremalı Kakaolu Bisküvi 95 Gr
Xroll kremalı kakaolu bisküvi hem çocuklarınızın hem de sizin gönül rahatlığı ile tüketebileceğiniz bir atıştırmalıktır. Nefis vanilya aroması, iki bisküvinin arasında yerini alan kreması ile büyükten küçüğe herkesin sevebileceği bir tat. İster çayın yanında ister süte batırarak isterseniz de televizyon izlerken sizlere eşlik edecek bu lezzetli kakaolu bisküviyi gönül rahatlığı ile tüketebilirsiniz. 
Saklama Koşulları
Serin, kuru ve rutubetsiz ortamda muhafaza ediniz. 
İçindekiler
Süt, şekerler, kıvam arttırıcı, kakao, vanilya.
Besin Değerleri
Xroll Kremalı Kakaolu Bisküvi 100 Gr içeriğinde;
Enerji (kJ/kcal) 1972 / 471
Yağ (g) 21.00
Doymuş Yağ (g) 10.500
Karbonhidratlar (g) 63.20
Şeker (g) 22.20
Protein (g) 6.40
Sodyum (g) 160 
Alerjen Uyarısı
Süt, yer fıstığı, susam, gluten, soya, laktoz, fındık ve buğday içermektedir. 
Kullanım Önerisi
Günlük tüketim oranı bir paketle sınırlıdır. Direkt olarak tüketime uygundur.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-kremali-kakaolu-biskuvi-95-g_p-17000318,14/10/2024 12:37,,G,95,"Serin, kuru ve rutubetsiz ortamda muhafaza ediniz.","Süt, şekerler, kıvam arttırıcı, kakao, vanilya.","Xroll Kremalı Kakaolu Bisküvi 100 Gr içeriğinde;
Enerji (kJ/kcal) 1972 / 471
Yağ (g) 21.00
Doymuş Yağ (g) 10.500
Karbonhidratlar (g) 63.20
Şeker (g) 22.20
Protein (g) 6.40
Sodyum (g) 160","Süt, yer fıstığı, susam, gluten, soya, laktoz, fındık ve buğday içermektedir.","Günlük tüketim oranı bir paketle sınırlıdır. Direkt olarak tüketime uygundur.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ssh15sHiae_500x500.png,Xroll Çikolata Kaplamalı Marshmallowlu Bisküvi 8x30 G,8,G,30,17002552,"₺32,50",-,"Xroll Çikolata Kaplamalı Marshmallowlu Bisküvi 8X30 Gr
Xroll Çikolata Kaplamalı Marshmallowlu Bisküvi çikolata kaplamalı enfes bisküvisi ve nefis marshmallow dolgusu ile lezzetli bir tat sunar. Kahve ya da çayınızın yanında keyifle tüketebileceğiniz Xroll çikolata kaplamalı marshmallowlu bisküvi tatlı krizleriniz için hoş bir alternatif olur.
Saklama Koşulları
Kuru ve serin bir ortamda muhafaza ediniz.
İçindekiler
Sütlü çikolata, şeker, peynir altı suyu tozu, marsmallow, sığır jelatini, asitlik düzenleyici (sitrik asit), bitkisel palm yağı, glikoz şurubu, emülgatörler (poligliserol, polirisinolat), tuz, kabartıcılar, aroma vericiler.
Besin Değerleri
Xroll Çikolata Kaplamalı Marshmallowlu Bisküvi 100 gr içeriğinde;
Enerji (kJ)
1456.0
Enerji (kcal)
348.0
Doymuş Yağ (g)  
6.9 
Şeker (g)
38.0 
Lif (g)
13.0
Protein (g)
4.0
Yağ (g)
13.8
Alerjen Uyarısı
Az miktarda yumurta ve fındık içerir.
Kullanım Önerisi
Tazeliğini koruması için güneş ışığı ve nemden uzak bir yerde muhafaza edilmelidir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-cikolata-kaplamali-marshmallowlu-biskuvi-8x30-g_p-17002552,14/10/2024 12:37,8,G,30,Kuru ve serin bir ortamda muhafaza ediniz.,"Sütlü çikolata, şeker, peynir altı suyu tozu, marsmallow, sığır jelatini, asitlik düzenleyici (sitrik asit), bitkisel palm yağı, glikoz şurubu, emülgatörler (poligliserol, polirisinolat), tuz, kabartıcılar, aroma vericiler.","Xroll Çikolata Kaplamalı Marshmallowlu Bisküvi 100 gr içeriğinde;
Enerji (kJ)
1456.0
Enerji (kcal)
348.0
Doymuş Yağ (g)  
6.9 
Şeker (g)
38.0 
Lif (g)
13.0
Protein (g)
4.0
Yağ (g)
13.8",Az miktarda yumurta ve fındık içerir.,"Tazeliğini koruması için güneş ışığı ve nemden uzak bir yerde muhafaza edilmelidir.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz."
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/65ExnouDW7_500x500.png,Ülker Saklıköy Sütlü Kremalı Çikolatalı Bisküvi 3x100 G,3,G,100,17003157,"₺39,00",-,"Gün içinde atıştırmalık ve mutluluk kaynağı olarak bilinen bisküviler birçok insanın gözdesidir. Farklı aromalara sahip bisküviler arasında Ülker’i tercih etmek gününüzün kalitesini artırır. Ülker Saklıköy Sütlü Kremalı Çikolatalı Bisküvi; klasik bisküvinin eşsiz tadının yarattığı lezzeti sevdikleriniz ve sizin için ulaşılabilir kılar. Kıtır yapısı ve yumuşak aromasıyla bir tatlı molasında size eşlik etmek için birebirdir.
  Genel Özellikler
Ürün Tipi: Bisküvi
İçerik: Süt
Toplam Ağırlık: 300 gr
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/ulker-saklikoy-sutlu-kremali-cikolatali-biskuvi-3x100-g_p-17003157,14/10/2024 12:37,3,G,100,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/L8yxO7-7Zo_500x500.png,Eti Bumbo Kakaolu Portakallı Bisküvi 110 G,,G,110,17002705,"₺20,00",-,Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.,Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/eti-bumbo-kakaolu-portakalli-biskuvi-110-g_p-17002705,14/10/2024 12:37,,G,110,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/qnMbo0SMSo_500x500.png,Aldiva Happy Çikolata Kremalı Bisküvi 6x56 G,6,G,56,17003159,"₺23,00",-,"Gün içinde atıştırmalık ve mutluluk kaynağı olarak bilinen bisküviler birçok insanın gözdesidir. Farklı aromalara sahip bisküviler arasında Aldiva’yı tercih etmek gününüzün kalitesini artırır. Aldiva Happy Çikolata Kremalı Bisküvi; klasik bisküvinin eşsiz tadının yarattığı orijinal lezzeti sevdikleriniz ve sizin için ulaşılabilir kılar. Kıtır yapısı ve yumuşak aromasıyla bir tatlı molasında size eşlik etmek için birebirdir.
  Genel Özellikler
Ürün Tipi: Bisküvi
Toplam Ağırlık: 336 gr
Adet: 6
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/aldiva-happy-cikolata-kremali-biskuvi-6x56-g_p-17003159,14/10/2024 12:37,6,G,56,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/A06wAzM4I2_500x500.png,Ülker Cocostar Hindistan Cevizli Marshmallowlu Bisküvi 3x66 G,3,G,66,17003051,"₺44,00",-,"Bu üründen en fazla 10 adet sipariş verilebilir. Belirtilen adet üzerindeki siparişlerin iptal edilmesi hakkı saklıdır.

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/ulker-cocostar-hindistan-cevizli-marshmallowlu-biskuvi-3x66-g_p-17003051,14/10/2024 12:37,3,G,66,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/kv5K7pNyQE_500x500.png,Ülker Coco Star Çikolata Kaplı Bisküvi 7x22 G,7,G,22,17002268,"₺29,00","₺37,50","Gün içinde atıştırmalık ve mutluluk kaynağı olarak bilinen çikolata birçok insanın gözdesidir. Farklı aromalara sahip çikolatalar arasında Ülker Coco Star’ı tercih etmek gününüzün kalitesini artırır. Ülker Coco Star Çikolata Kaplamalı Bisküvi; kakao ve hindistan cevizinin eşsiz uyumuyla yarattığı orijinal Coco Star lezzetini sevdikleriniz ve sizin için ulaşılabilir kılar. Sütlü yapısı ve yumuşak aromasıyla bir çikolata molasında size eşlik etmek için birebirdir.
  Genel Özellikler
İçerik: Sütlü Çikolatalı
Ürün Tipi: Bisküvi
Adet: 7
Toplam Ağırlık: 154 gr
  Saklama Koşulları
Kuru ve serin bir yerde muhafaza ediniz.
     
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/ulker-coco-star-cikolata-kapli-biskuvi-7x22-g_p-17002268,14/10/2024 12:37,7,G,22,"Kuru ve serin bir yerde muhafaza ediniz.
     
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/RGfaOOY5UK_500x500.png,Xroll Damla Çikolatalı Kurabiye 100 G,,G,100,17003303,"₺9,50",-,"Xroll Damla Çikolatalı Kurabiye 100 Gr, çikolata tutkunlarının favorisi olmaya aday lezzetli bir atıştırmalıktır. İçerisindeki damla çikolatalarla zenginleştirilmiş özel tarifiyle her ısırıkta mutluluk verir. Yumuşak dokusu ve yoğun çikolata aromasıyla tatlı bir mola sunar, keyifli anlarınıza eşlik eder.
  Genel Özellikler
Toplam Kapasite: 100 gr

Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-damla-cikolatali-kurabiye-100-g_p-17003303,14/10/2024 12:37,,G,100,,,,,
https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ZXWkC1Cc-R_500x500.png,Xroll Fındıklı Kurabiye 100 G,,G,100,17003302,"₺9,50",-,"Xroll Fındıklı Kurabiye 100 Gr, lezzetli bir atıştırmalık arayanlar için mükemmel bir tercihtir. İçerisindeki taze fındıklarla zenginleştirilmiş özel tarifiyle damakları şenlendirir. Her ısırıkta yoğun fındık lezzetiyle keyif verir.
  Genel Özellikler
Toplam Kapasite: 100 gr
 
Teslimat adresinize göre ürünün stok durumu değişebilir. Teslimat adresinizi ekledikten sonra ürün stok durumunu görüntüleyebilirsiniz.",Atistirmalik,https://www.a101.com.tr/kapida/atistirmalik/xroll-findikli-kurabiye-100-g_p-17003302,14/10/2024 12:37,,G,100,,,,,
